Year,State,Overall Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless Veterans,Overall Homeless Veterans - Female,Overall Homeless Veterans - Male,Overall Homeless Veterans - Transgender,Overall Homeless Veterans - Gender that is not Singularly Female or Male,Overall Homeless Veterans - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless Veterans - Hispanic/Latin(o)(a)(x),Overall Homeless Veterans - White,"Overall Homeless Veterans - Black, African American, or African",Overall Homeless Veterans - Asian or Asian American,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,Overall Homeless Veterans - Multiple Races
2018,FL,"31,030","5,871","2,371","22,788","11,092","19,799",74,65,"26,694","4,336","17,743","11,809",116,248,113,"1,001","2,543",261,"2,275",7,0,"2,341",202,"1,643",794,5,22,11,68
2018,GA,"9,499","1,673",610,"7,216","3,742","5,719",33,5,"9,200",299,"2,804","6,281",22,73,25,294,705,74,631,0,0,691,14,200,470,1,6,2,26
2018,GU,854,361,76,417,399,455,0,0,804,50,11,8,20,1,788,26,14,0,14,0,0,11,3,1,3,1,0,9,0
2018,HI,"6,530","1,366",370,"4,794","2,673","3,827",23,7,"5,558",972,"1,527",214,579,80,"2,250","1,880",532,50,481,1,0,475,57,240,60,48,7,69,108
2018,IA,"2,749",684,282,"1,783","1,136","1,606",6,1,"2,511",238,"1,753",713,14,90,10,169,196,11,184,1,0,191,5,144,29,0,15,0,8
2018,ID,"2,012",438,157,"1,417",813,"1,197",2,0,"1,702",310,"1,675",57,7,103,22,148,215,21,194,0,0,209,6,193,4,1,8,5,4
2018,IL,"10,643","2,505",958,"7,180","4,376","6,226",27,14,"9,468","1,175","3,854","6,234",80,78,32,365,804,49,754,1,0,757,47,280,468,2,14,1,39
2018,IN,"5,258",981,332,"3,945","2,138","3,103",15,2,"5,026",232,"3,212","1,839",30,34,16,127,539,39,497,3,0,522,17,300,218,2,6,0,13
2018,KS,"2,216",507,169,"1,540",856,"1,350",2,8,"1,963",253,"1,400",522,13,88,17,176,195,14,181,0,0,186,9,135,39,0,8,3,10
2018,KY,"3,688",616,248,"2,824","1,402","2,274",9,3,"3,546",142,"2,616",835,12,20,4,201,369,64,305,0,0,366,3,250,99,1,6,0,13
2018,LA,"3,059",371,219,"2,469",901,"2,142",12,4,"2,973",86,"1,233","1,726",13,24,8,55,406,14,391,1,0,395,11,163,226,0,4,3,10
2018,MA,"20,068","7,660","1,674","10,734","10,001","10,014",40,13,"11,936","8,132","11,813","6,265",158,84,64,"1,684",985,71,912,2,0,900,85,748,195,3,11,4,24
2018,MD,"7,144","1,399",397,"5,348","2,643","4,476",23,2,"6,756",388,"2,602","4,166",41,51,24,260,574,30,544,0,0,557,17,208,347,1,7,0,11
2018,ME,"2,516",654,184,"1,678","1,174","1,329",9,4,"2,406",110,"2,041",293,8,35,0,139,119,16,103,0,0,117,2,96,8,1,3,0,11
2018,MI,"8,351","2,173",749,"5,429","3,498","4,841",10,2,"7,877",474,"3,775","3,980",27,102,14,453,693,32,660,1,0,675,18,326,341,1,3,1,21
2018,MN,"7,243","2,254",890,"4,099","3,278","3,941",15,9,"6,695",548,"2,698","3,141",114,699,49,542,301,33,265,2,1,290,11,179,88,2,19,3,10
2018,MO,"5,883","1,402",599,"3,882","2,584","3,283",14,2,"5,618",265,"3,136","2,331",14,85,14,303,507,38,466,3,0,477,30,300,178,0,12,2,15
2018,MP,"1,044",297,139,608,510,534,0,0,"1,044",0,3,9,387,0,637,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,MS,"1,352",206,109,"1,037",502,829,20,1,"1,309",43,610,663,12,9,5,53,102,10,92,0,0,100,2,44,53,1,1,0,3
2018,MT,"1,405",247,151,"1,007",559,837,4,5,"1,305",100,956,38,2,238,8,163,198,7,191,0,0,194,4,164,5,2,8,3,16
2018,NC,"9,268","1,762",647,"6,859","3,516","5,728",19,5,"8,791",477,"3,971","4,801",41,122,31,302,884,68,814,2,0,855,29,383,460,5,9,2,25
2018,ND,542,61,61,420,218,323,1,0,445,97,344,76,2,74,12,34,9,0,9,0,0,9,0,9,0,0,0,0,0
2018,NE,"2,421",419,196,"1,806",936,"1,484",1,0,"2,111",310,"1,585",599,20,85,6,126,171,8,163,0,0,161,10,123,38,1,4,0,5
2018,NH,"1,450",362,125,963,624,823,1,2,"1,342",108,"1,232",91,18,5,2,102,143,13,130,0,0,139,4,133,7,2,0,0,1
2018,NJ,"9,398","2,093",808,"6,497","3,904","5,466",24,4,"7,457","1,941","3,936","5,021",86,71,59,225,555,42,510,3,0,510,45,262,282,1,4,1,5
2018,NM,"2,551",437,146,"1,968",895,"1,618",19,19,"1,464","1,087","1,495",200,14,690,13,139,290,30,260,0,0,205,85,179,36,3,59,1,12
2018,NV,"7,544",519,"1,235","5,790","2,257","5,246",36,5,"6,684",860,"4,498","2,284",160,182,108,312,723,64,656,3,0,665,58,461,207,10,19,6,20
2018,NY,"91,897","30,009","8,761","53,127","43,694","47,850",341,12,"60,858","31,039","21,811","64,622","1,040",461,885,"3,078","1,224",99,"1,124",1,0,"1,035",189,521,672,3,8,4,16
2018,OH,"10,249","2,141",899,"7,209","4,129","6,090",22,8,"9,742",507,"5,092","4,601",37,69,20,430,749,41,707,1,0,731,18,378,344,3,10,0,14
2018,OK,"3,871",637,327,"2,907","1,399","2,467",2,3,"3,606",265,"2,414",735,16,450,18,238,313,23,290,0,0,301,12,211,61,1,26,1,13
2018,OR,"14,476","2,185","1,165","11,126","5,659","8,690",79,48,"13,008","1,468","11,799",793,78,688,188,930,"1,363",105,"1,243",11,4,"1,285",78,"1,101",94,6,73,10,79
2018,PA,"13,512","3,472","1,055","8,985","5,594","7,870",36,12,"11,858","1,654","5,781","7,016",87,73,48,507,982,74,906,1,1,948,34,532,413,3,12,3,19
2018,PR,"3,182",143,150,"2,889",679,"2,494",6,3,66,"3,116","1,454",601,2,10,9,"1,106",82,7,75,0,0,8,74,41,17,0,0,0,24
2018,RI,"1,101",206,73,822,420,677,4,0,833,268,662,289,14,19,1,116,103,0,103,0,0,97,6,81,13,1,7,0,1
2018,SC,"3,933",510,281,"3,142","1,432","2,494",4,3,"3,792",141,"1,736","2,016",11,33,7,130,415,27,388,0,0,409,6,178,225,1,3,1,7
2018,SD,"1,159",218,77,864,424,735,0,0,"1,074",85,327,79,2,658,0,93,110,6,104,0,0,103,7,37,6,0,35,0,32
2018,TN,"7,883","1,108",533,"6,242","2,822","5,041",13,7,"7,624",259,"4,601","3,007",19,58,12,186,742,79,661,1,1,736,6,394,319,1,11,1,16
2018,TX,"25,310","4,101","1,671","19,538","9,468","15,761",48,33,"18,163","7,147","14,363","9,664",181,315,60,727,"1,935",142,"1,790",3,0,"1,637",298,"1,091",755,11,28,4,46
2018,UT,"2,876",621,243,"2,012","1,145","1,711",16,4,"2,260",616,"2,209",277,28,143,72,147,239,13,226,0,0,218,21,185,28,2,14,2,8
2018,VA,"5,975","1,284",416,"4,275","2,339","3,626",6,4,"5,482",493,"2,399","3,113",79,47,17,320,485,63,422,0,0,474,11,213,246,0,4,0,22
2018,VI,486,33,4,449,147,329,0,10,439,47,55,417,1,5,1,7,24,2,22,0,0,20,4,2,21,0,1,0,0
2018,VT,"1,291",292,144,855,555,728,4,4,"1,234",57,"1,150",84,8,11,0,38,104,5,99,0,0,103,1,94,5,0,2,0,3
2018,WA,"22,304","3,777","2,327","16,200","8,475","13,346",115,368,"19,068","3,236","13,688","4,155",404,917,533,"2,607","1,636",146,"1,453",13,24,"1,440",196,"1,069",282,15,67,22,181
2018,WI,"4,907","1,407",356,"3,144","2,178","2,719",8,2,"4,550",357,"2,728","1,570",37,236,7,329,332,16,315,1,0,324,8,222,89,2,7,0,12
2018,WV,"1,243",145,56,"1,042",439,802,2,0,"1,227",16,978,230,2,4,1,28,131,12,119,0,0,131,0,97,29,0,1,0,4
2018,WY,639,124,81,434,254,384,1,0,560,79,500,42,0,51,8,38,47,1,46,0,0,44,3,39,3,0,2,0,3
,Total,"552,830","111,592","48,319","392,919","216,211","332,925","2,521","1,173","430,354","122,476","270,568","219,809","6,643","15,414","8,039","32,357","37,878","3,219","34,412",174,73,"33,839","4,039","21,825","12,296",324,"1,168",306,"1,959"
