Year,State,Overall Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless Veterans,Overall Homeless Veterans - Female,Overall Homeless Veterans - Male,Overall Homeless Veterans - Transgender,Overall Homeless Veterans - Gender that is not Singularly Female or Male,Overall Homeless Veterans - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless Veterans - Hispanic/Latin(o)(a)(x),Overall Homeless Veterans - White,"Overall Homeless Veterans - Black, African American, or African",Overall Homeless Veterans - Asian or Asian American,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,Overall Homeless Veterans - Multiple Races
2020,MA,"17,975","7,092","1,404","9,479","8,891","9,039",33,12,"11,790","6,185","9,903","6,538",198,86,87,"1,163",836,53,778,5,0,750,86,583,201,7,8,2,35
2020,MD,"6,360","1,215",346,"4,799","2,568","3,753",31,8,"5,994",366,"2,211","3,755",56,60,26,252,464,21,442,0,1,459,5,167,287,0,4,0,6
2020,ME,"2,097",480,149,"1,468",940,"1,143",8,6,"2,013",84,"1,631",310,3,48,7,98,103,8,95,0,0,100,3,90,9,0,3,0,1
2020,MI,"8,638","2,239",658,"5,741","3,770","4,855",8,5,"8,154",484,"4,023","3,937",53,100,29,496,639,36,603,0,0,625,14,298,309,2,8,0,22
2020,MN,"7,940","2,140",932,"4,868","3,408","4,485",25,22,"7,295",645,"3,016","3,302",145,795,50,632,315,25,287,3,0,298,17,183,96,1,14,5,16
2020,MO,"6,527","1,482",693,"4,352","2,952","3,540",23,12,"6,201",326,"3,522","2,489",35,87,22,372,453,32,421,0,0,446,7,267,159,4,8,3,12
2020,MP,"1,207",409,117,681,576,631,0,0,"1,207",0,7,0,438,0,758,4,9,1,8,0,0,9,0,2,0,0,0,7,0
2020,MS,"1,107",165,53,889,395,709,3,0,"1,089",18,512,554,3,11,5,22,68,6,61,1,0,67,1,31,36,0,0,0,1
2020,MT,"1,545",328,98,"1,119",630,896,10,9,"1,398",147,"1,087",51,4,300,10,93,165,12,152,1,0,151,14,136,2,0,21,0,6
2020,NC,"9,280","1,634",561,"7,085","3,614","5,646",18,2,"8,820",460,"4,060","4,757",30,93,20,320,798,62,735,1,0,776,22,385,385,1,7,2,18
2020,ND,541,115,46,380,226,314,1,0,501,40,285,95,1,131,1,28,49,3,46,0,0,47,2,41,3,0,5,0,0
2020,NE,"2,404",463,181,"1,760",897,"1,501",6,0,"2,075",329,"1,588",543,22,71,15,165,153,9,144,0,0,144,9,110,31,0,4,3,5
2020,NH,"1,675",373,118,"1,184",735,935,5,0,"1,491",184,"1,474",98,16,6,7,74,116,14,102,0,0,107,9,106,5,0,3,0,2
2020,NJ,"9,662","2,053",717,"6,892","4,030","5,614",14,4,"7,690","1,972","3,681","5,418",58,88,48,369,595,41,554,0,0,525,70,230,324,2,6,4,29
2020,NM,"3,333",482,221,"2,630","1,197","2,103",19,14,"2,008","1,325","2,011",227,14,831,38,212,252,12,237,1,2,179,73,150,22,2,65,1,12
2020,NV,"6,900",383,549,"5,968","2,050","4,839",11,0,"5,856","1,044","4,394","1,884",128,147,121,226,924,61,862,1,0,852,72,519,300,8,29,14,54
2020,NY,"91,271","27,968","8,199","55,104","41,881","48,905",442,43,"60,412","30,859","21,777","62,198",937,500,"1,248","4,611","1,251",86,"1,161",2,2,"1,080",171,506,681,8,8,9,39
2020,OH,"10,655","1,999",842,"7,814","4,210","6,400",43,2,"10,168",487,"5,350","4,662",54,78,22,489,730,44,683,3,0,712,18,382,318,1,3,2,24
2020,OK,"3,932",490,305,"3,137","1,402","2,500",24,6,"3,642",290,"2,451",815,13,411,9,233,325,16,306,2,1,311,14,206,69,2,35,1,12
2020,OR,"14,655","2,030",944,"11,681","5,443","9,072",72,68,"13,271","1,384","11,916",839,112,711,167,910,"1,329",114,"1,202",8,5,"1,248",81,"1,051",102,8,64,18,86
2020,PA,"13,375","3,048","1,000","9,327","5,388","7,910",60,17,"11,632","1,743","5,854","6,793",65,62,56,545,977,70,904,2,1,929,48,534,411,5,8,3,16
2020,PR,"2,451",110,79,"2,262",517,"1,924",10,0,56,"2,395","1,039",465,3,16,6,922,88,8,80,0,0,10,78,36,20,1,0,1,30
2020,RI,"1,104",238,48,818,431,667,5,1,857,247,656,322,6,24,6,90,92,5,87,0,0,85,7,72,16,0,1,0,3
2020,SC,"4,287",518,256,"3,513","1,579","2,699",5,4,"4,172",115,"1,887","2,160",12,55,6,167,428,25,401,2,0,422,6,178,232,0,6,2,10
2020,SD,"1,058",215,83,760,448,607,3,0,977,81,265,65,2,699,0,27,43,1,41,1,0,42,1,19,3,0,21,0,0
2020,TN,"7,256",998,397,"5,861","2,602","4,637",14,3,"7,068",188,"4,091","2,849",29,66,30,191,570,41,529,0,0,560,10,326,226,2,5,1,10
2020,TX,"27,229","4,048","1,663","21,518","10,080","17,067",61,21,"19,684","7,545","15,778","10,001",206,346,89,809,"1,948",179,"1,761",2,6,"1,592",356,"1,131",728,8,31,9,41
2020,UT,"3,131",635,239,"2,257","1,250","1,863",14,4,"2,362",769,"2,367",332,36,162,58,176,114,3,110,1,0,104,10,91,18,0,0,1,4
2020,VA,"5,957","1,266",360,"4,331","2,395","3,547",12,3,"5,465",492,"2,233","3,169",98,62,16,379,395,39,356,0,0,383,12,145,221,0,3,1,25
2020,VI,304,0,6,298,98,201,0,5,260,44,33,232,0,6,0,33,13,3,10,0,0,12,1,3,10,0,0,0,0
2020,VT,"1,110",216,127,767,498,600,8,4,"1,069",41,983,62,9,6,4,46,71,8,62,0,1,67,4,65,0,0,0,0,6
2020,WA,"22,923","4,115","1,913","16,895","9,426","13,094",175,228,"19,863","3,060","13,904","3,953",332,"2,544",653,"1,537","1,607",213,"1,360",2,32,"1,532",75,"1,075",268,107,57,22,78
2020,WI,"4,515","1,196",293,"3,026","1,887","2,615",13,0,"4,115",400,"2,426","1,572",46,201,15,255,337,20,317,0,0,331,6,224,99,2,2,3,7
2020,WV,"1,341",122,115,"1,104",522,818,1,0,"1,311",30,"1,097",181,3,11,3,46,104,9,95,0,0,104,0,88,12,0,0,0,4
2020,WY,612,143,92,377,268,344,0,0,536,76,510,38,0,39,3,22,51,2,49,0,0,45,6,44,3,0,4,0,0
,Total,"580,466","106,364","45,243","428,859","223,578","352,211","3,161","1,460","450,107","130,348","280,612","228,796","7,638","18,935","8,794","35,680","37,252","3,126","33,862",155,109,"33,190","4,062","21,160","12,186",450,"1,082",370,"2,004"
