Year,State,Overall Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless Veterans,Overall Homeless Veterans - Female,Overall Homeless Veterans - Male,Overall Homeless Veterans - Transgender,Overall Homeless Veterans - Gender that is not Singularly Female or Male,Overall Homeless Veterans - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless Veterans - Hispanic/Latin(o)(a)(x),Overall Homeless Veterans - White,"Overall Homeless Veterans - Black, African American, or African",Overall Homeless Veterans - Asian or Asian American,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,Overall Homeless Veterans - Multiple Races
2019,NH,"1,396",352,117,927,626,758,3,9,"1,231",165,"1,172",100,9,5,6,104,113,11,102,0,0,107,6,104,6,1,1,0,1
2019,NJ,"8,862","1,831",714,"6,317","3,579","5,264",17,2,"7,071","1,791","3,545","4,913",65,77,51,211,551,35,516,0,0,501,50,250,289,2,4,0,6
2019,NM,"3,241",515,217,"2,509","1,278","1,930",19,14,"1,879","1,362","1,842",192,17,842,27,321,257,20,234,1,2,183,74,143,27,1,73,0,13
2019,NV,"7,169",656,"1,025","5,488","2,095","5,042",31,1,"6,221",948,"4,297","2,210",144,185,59,274,674,62,611,1,0,605,69,398,234,8,12,8,14
2019,NY,"92,091","28,985","8,444","54,662","42,980","48,685",401,25,"61,457","30,634","20,931","64,450","1,133",370,949,"4,258","1,270",110,"1,156",4,0,"1,062",208,521,693,6,9,11,30
2019,OH,"10,345","2,135",853,"7,357","4,131","6,185",26,3,"9,956",389,"5,180","4,606",26,42,16,475,676,27,646,3,0,661,15,366,283,2,5,1,19
2019,OK,"3,944",549,327,"3,068","1,351","2,578",7,8,"3,670",274,"2,428",752,15,482,19,248,280,20,259,1,0,272,8,177,58,0,28,0,17
2019,OR,"15,876","2,645","1,116","12,115","6,187","9,551",77,61,"14,309","1,567","12,839",896,82,777,195,"1,087","1,438",114,"1,313",8,3,"1,332",106,"1,142",117,2,71,22,84
2019,PA,"13,199","3,020","1,079","9,100","5,373","7,776",32,18,"11,647","1,552","5,711","6,851",55,53,50,479,857,61,795,1,0,797,60,433,390,1,10,0,23
2019,PR,"2,535",110,85,"2,340",533,"1,990",11,1,58,"2,477","1,080",462,4,19,4,966,90,8,82,0,0,5,85,36,22,1,0,1,30
2019,RI,"1,055",197,39,819,358,690,7,0,799,256,655,309,8,17,4,62,92,4,88,0,0,87,5,71,17,0,2,0,2
2019,SC,"4,172",520,263,"3,389","1,520","2,647",2,3,"4,052",120,"1,793","2,160",14,36,10,159,462,39,423,0,0,454,8,186,254,2,3,2,15
2019,SD,995,188,72,735,389,605,1,0,945,50,285,75,3,609,0,23,66,3,63,0,0,64,2,32,3,0,26,0,5
2019,TN,"7,467","1,170",421,"5,876","2,823","4,632",10,2,"7,265",202,"4,268","2,886",22,56,16,219,679,41,637,1,0,677,2,362,297,2,7,0,11
2019,TX,"25,848","4,249","1,523","20,076","9,404","16,361",66,17,"18,884","6,964","14,984","9,622",202,245,77,718,"1,806",233,"1,566",5,2,"1,572",234,993,734,7,33,2,37
2019,UT,"2,798",565,190,"2,043","1,108","1,673",12,5,"2,190",608,"2,159",276,41,131,77,114,211,9,201,1,0,182,29,169,21,3,8,4,6
2019,VA,"5,783","1,346",367,"4,070","2,318","3,452",9,4,"5,313",470,"2,208","3,100",97,41,11,326,447,57,389,1,0,429,18,177,244,0,6,1,19
2019,VI,314,0,6,308,73,236,0,5,270,44,46,228,0,6,0,34,13,3,10,0,0,12,1,3,10,0,0,0,0
2019,VT,"1,089",251,136,702,461,616,9,3,"1,047",42,925,85,19,8,1,51,87,6,81,0,0,86,1,77,4,0,1,0,5
2019,WA,"21,577","3,557","2,123","15,897","8,820","12,190",246,321,"18,506","3,071","12,590","4,436",510,"1,751",635,"1,655","1,585",229,"1,288",53,15,"1,359",226,985,265,48,120,37,130
2019,WI,"4,538","1,303",286,"2,949","1,947","2,578",9,4,"4,124",414,"2,545","1,393",42,234,4,320,359,12,347,0,0,346,13,257,81,1,6,0,14
2019,WV,"1,397",153,94,"1,150",529,868,0,0,"1,362",35,"1,161",190,8,6,2,30,137,7,130,0,0,131,6,106,27,0,1,0,3
2019,WY,548,81,69,398,172,376,0,0,481,67,456,31,0,29,3,29,51,1,50,0,0,50,1,37,7,0,4,1,2
,Total,"567,715","107,069","45,629","415,017","219,911","343,187","3,255","1,362","443,100","124,615","270,607","225,735","7,228","17,966","9,311","36,868","37,085","3,292","33,492",220,81,"32,848","4,237","20,990","12,215",359,"1,235",357,"1,929"
