Year,State,Overall Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless Veterans,Overall Homeless Veterans - Female,Overall Homeless Veterans - Male,Overall Homeless Veterans - Transgender,Overall Homeless Veterans - Gender that is not Singularly Female or Male,Overall Homeless Veterans - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless Veterans - Hispanic/Latin(o)(a)(x),Overall Homeless Veterans - White,"Overall Homeless Veterans - Black, African American, or African",Overall Homeless Veterans - Asian or Asian American,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,Overall Homeless Veterans - Multiple Races
2022,MD,"5,349","1,080",354,"3,915","2,146","3,174",18,11,"5,018",331,"1,845","3,224",47,68,17,148,303,28,273,1,1,293,10,118,177,1,1,2,4
2022,ME,"4,411","1,073",290,"3,048","1,883","2,461",15,52,"4,275",136,"2,906","1,258",18,52,8,169,243,22,221,0,0,238,5,211,11,0,6,0,15
2022,MI,"8,206","2,164",624,"5,418","3,592","4,591",22,23,"7,659",569,"3,840","3,789",27,121,16,435,498,44,453,0,1,489,9,256,217,0,9,0,16
2022,MN,"7,917","1,972",781,"5,164","3,453","4,409",34,21,"7,201",716,"2,979","2,925",170,"1,097",33,713,290,33,256,1,0,277,13,162,83,5,22,1,17
2022,MO,"5,992","1,127",551,"4,314","2,511","3,414",34,33,"5,640",352,"3,416","2,126",24,77,21,328,476,56,418,2,0,463,13,284,159,3,8,4,18
2022,MP,"1,207",409,117,681,576,631,0,0,"1,207",0,7,0,438,0,758,4,9,1,8,0,0,9,0,2,0,0,0,7,0
2022,MS,"1,196",70,125,"1,001",445,736,6,9,"1,171",25,513,650,3,8,10,12,139,21,115,1,2,137,2,48,91,0,0,0,0
2022,MT,"1,585",264,121,"1,200",660,914,7,4,"1,450",135,"1,170",39,5,254,18,99,172,25,145,1,1,162,10,148,9,0,9,0,6
2022,NC,"9,382","1,743",556,"7,083","3,949","5,356",34,43,"8,747",635,"3,685","4,970",90,146,33,458,687,58,628,1,0,668,19,296,353,5,10,5,18
2022,ND,610,116,45,449,233,371,1,5,549,61,256,89,4,225,2,34,37,2,35,0,0,34,3,30,1,0,2,0,4
2022,NE,"2,246",373,152,"1,721",830,"1,398",12,6,"1,964",282,"1,479",499,36,109,9,114,145,7,138,0,0,139,6,105,29,1,2,0,8
2022,NH,"1,605",315,128,"1,162",685,905,12,3,"1,457",148,"1,434",91,8,3,7,62,127,15,112,0,0,122,5,118,6,0,1,0,2
2022,NJ,"8,752","1,833",650,"6,269","3,650","5,085",15,2,"6,985","1,767","3,457","4,887",64,83,52,209,479,50,429,0,0,431,48,199,265,7,5,2,1
2022,NM,"2,560",484,192,"1,884",945,"1,575",11,29,"1,391","1,169","1,677",220,12,424,44,183,91,12,78,0,1,66,25,60,16,0,10,1,4
2022,NV,"7,618",522,392,"6,704","2,292","5,258",23,45,"6,502","1,116","4,467","2,298",128,208,167,350,752,43,706,0,3,700,52,461,210,16,18,12,35
2022,NY,"74,178","20,299","6,399","47,480","31,997","41,662",456,63,"48,633","25,545","16,787","51,036",794,567,"1,017","3,977",990,67,922,0,1,842,148,432,525,9,7,2,15
2022,OH,"10,654","2,098",930,"7,626","4,434","6,151",56,13,"10,195",459,"5,406","4,608",46,73,19,502,633,51,580,1,1,596,37,359,244,0,3,1,26
2022,OK,"3,754",528,360,"2,866","1,496","2,220",18,20,"3,418",336,"2,072",806,30,519,37,290,273,27,246,0,0,261,12,172,59,1,24,1,16
2022,OR,"17,959","2,157",987,"14,815","6,671","10,931",131,226,"15,876","2,083","13,960","1,172",101,880,227,"1,619","1,460",131,"1,308",9,12,"1,320",140,"1,127",96,12,77,5,143
2022,PA,"12,691","2,974",943,"8,774","5,373","7,260",42,16,"10,877","1,814","5,864","5,927",65,91,93,651,778,87,690,0,1,725,53,447,307,3,4,1,16
2022,PR,"2,215",112,87,"2,016",476,"1,648",5,86,75,"2,140",992,466,0,7,0,750,70,4,65,0,1,7,63,37,16,0,0,0,17
2022,RI,"1,577",317,101,"1,159",622,940,9,6,"1,229",348,"1,030",384,8,37,5,113,113,10,103,0,0,111,2,83,19,1,2,1,7
2022,SC,"3,608",539,251,"2,818","1,352","2,235",14,7,"3,475",133,"1,570","1,831",16,32,12,147,359,31,326,1,1,353,6,151,192,2,4,2,8
2022,SD,"1,389",281,96,"1,012",563,818,4,4,"1,308",81,341,63,5,952,0,28,40,3,37,0,0,38,2,15,4,1,19,0,1
2022,TN,"10,567","1,460",629,"8,478","4,421","6,107",17,22,"10,178",389,"7,105","3,142",26,50,30,214,549,60,487,1,1,538,11,321,211,1,4,2,10
2022,TX,"24,432","3,791","1,508","19,133","9,076","15,205",79,72,"16,622","7,810","14,311","8,459",234,376,69,983,"1,711",178,"1,526",1,6,"1,471",240,"1,022",591,5,26,10,57
2022,UT,"3,557",697,235,"2,625","1,420","2,107",9,21,"2,773",784,"2,703",290,33,242,89,200,155,17,136,2,0,147,8,125,15,2,2,1,10
2022,VA,"6,529","1,418",413,"4,698","2,621","3,853",26,29,"5,957",572,"2,761","3,269",107,47,10,335,392,42,349,0,1,380,12,178,193,2,3,0,16
2022,VI,175,1,1,173,37,138,0,0,151,24,10,159,2,2,0,2,6,0,6,0,0,5,1,0,6,0,0,0,0
2022,VT,"2,780",481,221,"2,078","1,219","1,543",9,9,"2,641",139,"2,448",177,14,25,6,110,100,8,91,1,0,95,5,87,6,0,2,1,4
2022,WA,"25,211","4,044","1,661","19,506","8,927","15,707",339,238,"21,271","3,940","15,237","4,219",305,"1,854",925,"2,671","1,569",247,"1,282",27,13,"1,394",175,"1,019",227,12,114,34,163
2022,WI,"4,775","1,228",311,"3,236","2,098","2,651",18,8,"4,368",407,"2,812","1,391",45,219,13,295,341,13,326,2,0,333,8,246,81,1,8,0,5
2022,WV,"1,375",90,131,"1,154",531,829,5,10,"1,350",25,"1,197",124,2,10,5,37,122,7,115,0,0,121,1,104,15,0,1,0,2
2022,WY,648,106,79,463,256,390,1,1,581,67,499,26,0,89,2,32,68,6,62,0,0,62,6,51,6,0,9,0,2
,Total,"582,462","98,244","40,177","444,041","222,970","352,836","3,588","3,090","442,220","140,230","291,395","217,366","8,261","19,618","10,461","35,383","33,129","3,440","29,392",141,156,"29,086","4,043","19,355","10,240",404,"1,034",417,"1,679"
