Year,State,State name,Overall Homeless,Population,Percent of Population
2012,PA,Pennsylvania,14736,12767118,0.0012
2012,RI,Rhode Island,1277,1054621,0.0012
2012,SC,South Carolina,4915,4717354,0.001
2012,SD,South Dakota,859,833566,0.001
2012,TN,Tennessee,9426,6453898,0.0015
2012,TX,Texas,34052,26084481,0.0013
2012,UT,Utah,3527,2853375,0.0012
2012,VA,Virginia,8424,8185080,0.001
2012,VT,Vermont,1160,626090,0.0019
2012,WA,Washington,20504,6897058,0.003
2012,WI,Wisconsin,6027,5719960,0.0011
2012,WV,West Virginia,2410,1856872,0.0013
2012,WY,Wyoming,1813,576305,0.0031
2011,AK,Alaska,2128,722128,0.0029
2011,AL,Alabama,5558,4799069,0.0012
2011,AR,Arkansas,3424,2940667,0.0012
2011,AZ,Arizona,10504,6472643,0.0016
2011,CA,California,125128,37638369,0.0033
2011,CO,Colorado,15116,5121108,0.003
2011,CT,Connecticut,4456,3588283,0.0012
2011,DC,District of Columbia,6546,619800,0.0106
2011,DE,Delaware,1035,907381,0.0011
2011,FL,Florida,56687,19053237,0.003
2011,GA,Georgia,20975,9802431,0.0021
2011,HI,Hawaii,6188,1379329,0.0045
2011,IA,Iowa,3134,3066336,0.001
2011,ID,Idaho,2199,1583910,0.0014
2011,IL,Illinois,14009,12867454,0.0011
2011,IN,Indiana,6196,6516528,0.001
2011,KS,Kansas,2511,2869225,0.0009
2011,KY,Kentucky,6034,4369821,0.0014
2011,LA,Louisiana,9291,4575625,0.002
2011,MA,Massachusetts,16664,6613583,0.0025
2011,MD,Maryland,10208,5839419,0.0017
2011,ME,Maine,2447,1328284,0.0018
2011,MI,Michigan,13185,9882412,0.0013
2011,MN,Minnesota,7495,5346143,0.0014
2011,MO,Missouri,8989,6010275,0.0015
2011,MS,Mississippi,2306,2978731,0.0008
2011,MT,Montana,1768,997316,0.0018
2011,NC,North Carolina,12896,9657592,0.0013
2011,ND,North Dakota,603,685225,0.0009
2011,NE,Nebraska,3548,1840672,0.0019
2011,NH,New Hampshire,1469,1320202,0.0011
2011,NJ,New Jersey,14137,8828117,0.0016
2011,NM,New Mexico,3601,2080450,0.0017
2011,NV,Nevada,9150,2712730,0.0034
2011,NY,New York,63445,19499241,0.0033
2011,OH,Ohio,13030,11544663,0.0011
2011,OK,Oklahoma,4625,3788379,0.0012
2011,OR,Oregon,17254,3872036,0.0045
2011,PA,Pennsylvania,15096,12745815,0.0012
2011,RI,Rhode Island,1070,1053649,0.001
2011,SC,South Carolina,5093,4671994,0.0011
2011,SD,South Dakota,826,823579,0.001
2011,TN,Tennessee,9113,6399291,0.0014
2011,TX,Texas,36911,25645629,0.0014
2011,UT,Utah,3130,2814384,0.0011
2011,VA,Virginia,8816,8101155,0.0011
2011,VT,Vermont,1144,627049,0.0018
2011,WA,Washington,20439,6826627,0.003
2011,WI,Wisconsin,5785,5705288,0.001
2011,WV,West Virginia,2211,1856301,0.0012
2011,WY,Wyoming,1038,567299,0.0018
2010,AK,Alaska,1863,713910,0.0026
2010,AL,Alabama,6046,4785437,0.0013
2010,AR,Arkansas,2762,2921964,0.0009
2010,AZ,Arizona,13711,6407172,0.0021
2010,CA,California,123480,37319502,0.0033
2010,CO,Colorado,15482,5047349,0.0031
2010,CT,Connecticut,4316,3579114,0.0012
2010,DC,District of Columbia,6539,605226,0.0108
2010,DE,Delaware,982,899593,0.0011
2010,FL,Florida,57551,18845537,0.0031
2010,GA,Georgia,19836,9711881,0.002
2010,HI,Hawaii,5834,1363963,0.0043
2010,IA,Iowa,3014,3050745,0.001
2010,ID,Idaho,2346,1570746,0.0015
2010,IL,Illinois,14395,12840503,0.0011
2010,IN,Indiana,6452,6490432,0.001
2010,KS,Kansas,2024,2858190,0.0007
2010,KY,Kentucky,6623,4348181,0.0015
2010,LA,Louisiana,12482,4544532,0.0027
2010,MA,Massachusetts,16646,6566307,0.0025
2010,MD,Maryland,10845,5788645,0.0019
2010,ME,Maine,2379,1327629,0.0018
2010,MI,Michigan,13058,9877510,0.0013
2010,MN,Minnesota,7869,5310828,0.0015
2010,MO,Missouri,8122,5995974,0.0014
2010,MS,Mississippi,2743,2970548,0.0009
2010,MT,Montana,1615,990697,0.0016
2010,NC,North Carolina,12191,9574323,0.0013
2010,ND,North Dakota,799,674715,0.0012
2010,NE,Nebraska,3877,1829542,0.0021
2010,NH,New Hampshire,1574,1316762,0.0012
2010,NJ,New Jersey,13737,8799446,0.0016
2010,NM,New Mexico,3475,2064552,0.0017
2010,NV,Nevada,11205,2702405,0.0041
2010,NY,New York,65606,19399878,0.0034
2010,OH,Ohio,12569,11539336,0.0011
2010,OK,Oklahoma,5229,3759944,0.0014
2010,OR,Oregon,19492,3837491,0.0051
2010,PA,Pennsylvania,14516,12711160,0.0011
2010,RI,Rhode Island,1282,1053959,0.0012
2010,SC,South Carolina,4473,4635649,0.001
2010,SD,South Dakota,731,816166,0.0009
2010,TN,Tennessee,10276,6355311,0.0016
2010,TX,Texas,35121,25241971,0.0014
2010,UT,Utah,3284,2775332,0.0012
2010,VA,Virginia,9080,8023699,0.0011
2010,VT,Vermont,1220,625879,0.0019
2010,WA,Washington,22878,6742830,0.0034
2010,WI,Wisconsin,6333,5690475,0.0011
2010,WV,West Virginia,2264,1854239,0.0012
2010,WY,Wyoming,579,564487,0.001
2009,AK,Alaska,1992,698895,0.0029
2009,AL,Alabama,6080,4757938,0.0013
2009,AR,Arkansas,2852,2896843,0.001
2009,AZ,Arizona,14721,6343154,0.0023
2009,CA,California,123678,36961229,0.0033
2009,CO,Colorado,15268,4972195,0.0031
2009,CT,Connecticut,4605,3561807,0.0013
2009,DC,District of Columbia,6228,592228,0.0105
2009,DE,Delaware,1130,891730,0.0013
2009,FL,Florida,55599,18652644,0.003
2009,GA,Georgia,20360,9620846,0.0021
2009,HI,Hawaii,5782,1346717,0.0043
2009,IA,Iowa,3380,3032870,0.0011
2009,ID,Idaho,1939,1554439,0.0012
2009,IL,Illinois,14055,12796778,0.0011
2009,IN,Indiana,6984,6459325,0.0011
2009,KS,Kansas,1892,2832704,0.0007
2009,KY,Kentucky,5999,4317074,0.0014
2009,LA,Louisiana,12504,4491648,0.0028
2009,MA,Massachusetts,15482,6517613,0.0024
2009,MD,Maryland,11698,5730388,0.002
2009,ME,Maine,2444,1329590,0.0018
2009,MI,Michigan,14005,9901591,0.0014
2009,MN,Minnesota,7718,5281203,0.0015
2009,MO,Missouri,6959,5961088,0.0012
2009,MS,Mississippi,2797,2958774,0.0009
2009,MT,Montana,1196,983982,0.0012
2009,NC,North Carolina,12918,9449566,0.0014
2009,ND,North Dakota,773,664968,0.0012
2009,NE,Nebraska,3718,1812683,0.0021
2009,NH,New Hampshire,1645,1316102,0.0012
2009,NJ,New Jersey,13169,8755602,0.0015
2009,NM,New Mexico,3475,2036802,0.0017
2009,NV,Nevada,11089,2684665,0.0041
2009,NY,New York,61067,19307066,0.0032
2009,OH,Ohio,12700,11528896,0.0011
2009,OK,Oklahoma,4838,3717572,0.0013
2009,OR,Oregon,17309,3808600,0.0045
2009,PA,Pennsylvania,15096,12666858,0.0012
2009,RI,Rhode Island,1607,1053646,0.0015
2009,SC,South Carolina,4473,4589872,0.001
2009,SD,South Dakota,731,807067,0.0009
2009,TN,Tennessee,10532,6306019,0.0017
2009,TX,Texas,36761,24801761,0.0015
2009,UT,Utah,3795,2723421,0.0014
2009,VA,Virginia,8852,7925937,0.0011
2009,VT,Vermont,1214,624817,0.0019
2009,WA,Washington,22782,6667426,0.0034
2009,WI,Wisconsin,6525,5669264,0.0012
2009,WV,West Virginia,1667,1847775,0.0009
2009,WY,Wyoming,515,559851,0.0009
2008,AK,Alaska,1646,687455,0.0024
2008,AL,Alabama,5387,4718206,0.0011
2008,AR,Arkansas,3255,2874554,0.0011
2008,AZ,Arizona,12488,6280362,0.002
2008,CA,California,136531,36604337,0.0037
2008,CO,Colorado,14747,4889730,0.003
2008,CT,Connecticut,4627,3545579,0.0013
2008,DC,District of Columbia,6044,580236,0.0104
2008,DE,Delaware,933,883874,0.0011
2008,FL,Florida,50158,18527305,0.0027
2008,GA,Georgia,19095,9504843,0.002
2008,HI,Hawaii,6061,1332213,0.0045
2008,IA,Iowa,3346,3016734,0.0011
2008,ID,Idaho,1464,1534320,0.001
2008,IL,Illinois,14724,12747038,0.0012
2008,IN,Indiana,7395,6424806,0.0012
2008,KS,Kansas,1738,2808076,0.0006
2008,KY,Kentucky,8137,4289878,0.0019
2008,LA,Louisiana,5481,4435586,0.0012
2008,MA,Massachusetts,14506,6468967,0.0022
2008,MD,Maryland,9219,5684965,0.0016
2008,ME,Maine,2632,1330509,0.002
2008,MI,Michigan,28248,9946889,0.0028
2008,MN,Minnesota,7644,5247018,0.0015
2008,MO,Missouri,7687,5923916,0.0013
2008,MS,Mississippi,1961,2947806,0.0007
2008,MT,Montana,1417,976415,0.0015
2008,NC,North Carolina,12411,9309449,0.0013
2008,ND,North Dakota,615,657569,0.0009
2008,NE,Nebraska,3985,1796378,0.0022
2008,NH,New Hampshire,2019,1315906,0.0015
2008,NJ,New Jersey,13832,8711090,0.0016
2008,NM,New Mexico,3015,2010662,0.0015
2008,NV,Nevada,8726,2653630,0.0033
2008,NY,New York,61125,19212436,0.0032
2008,OH,Ohio,12912,11515391,0.0011
2008,OK,Oklahoma,3846,3668976,0.001
2008,OR,Oregon,20653,3768748,0.0055
2008,PA,Pennsylvania,15378,12612285,0.0012
2008,RI,Rhode Island,1196,1055003,0.0011
2008,SC,South Carolina,5660,4528996,0.0012
2008,SD,South Dakota,579,799124,0.0007
2008,TN,Tennessee,9705,6247411,0.0016
2008,TX,Texas,40190,24309039,0.0017
2008,UT,Utah,3434,2663029,0.0013
2008,VA,Virginia,8469,7833496,0.0011
2008,VT,Vermont,954,624151,0.0015
2008,WA,Washington,21954,6562231,0.0033
2008,WI,Wisconsin,5449,5640996,0.001
2008,WV,West Virginia,2016,1840310,0.0011
2008,WY,Wyoming,751,546043,0.0014
2007,AK,Alaska,1642,680300,0.0024
2007,AL,Alabama,5452,4672840,0.0012
2007,AR,Arkansas,3836,2848650,0.0013
2007,AZ,Arizona,14646,6167681,0.0024
2007,CA,California,138986,36250311,0.0038
2007,CO,Colorado,14225,4803868,0.003
2007,CT,Connecticut,4482,3527270,0.0013
2007,DC,District of Columbia,5320,574404,0.0093
2007,DE,Delaware,1061,871749,0.0012
2007,FL,Florida,48069,18367842,0.0026
2007,GA,Georgia,19639,9349988,0.0021
2007,HI,Hawaii,6070,1315675,0.0046
2007,IA,Iowa,2734,2999212,0.0009
2007,ID,Idaho,1749,1505105,0.0012
2007,IL,Illinois,15487,12695866,0.0012
2007,IN,Indiana,7358,6379599,0.0012
2007,KS,Kansas,2111,2783785,0.0008
2007,KY,Kentucky,8061,4256672,0.0019
2007,LA,Louisiana,5494,4375581,0.0013
2007,MA,Massachusetts,15127,6431559,0.0024
2007,MD,Maryland,9628,5653408,0.0017
2007,ME,Maine,2638,1327040,0.002
2007,MI,Michigan,28295,10001284,0.0028
2007,MN,Minnesota,7323,5207203,0.0014
2007,MO,Missouri,6247,5887612,0.0011
2007,MS,Mississippi,1377,2928350,0.0005
2007,MT,Montana,1150,964706,0.0012
2007,NC,North Carolina,11802,9118037,0.0013
2007,ND,North Dakota,636,652822,0.001
2007,NE,Nebraska,3531,1783440,0.002
2007,NH,New Hampshire,2248,1312540,0.0017
2007,NJ,New Jersey,17314,8677885,0.002
2007,NM,New Mexico,3015,1990070,0.0015
2007,NV,Nevada,8642,2601072,0.0033
2007,NY,New York,62601,19132335,0.0033
2007,OH,Ohio,11264,11500468,0.001
2007,OK,Oklahoma,4221,3634349,0.0012
2007,OR,Oregon,17590,3722417,0.0047
2007,PA,Pennsylvania,16220,12563937,0.0013
2007,RI,Rhode Island,1372,1057315,0.0013
2007,SC,South Carolina,5660,4444110,0.0013
2007,SD,South Dakota,579,791623,0.0007
2007,TN,Tennessee,11210,6175727,0.0018
2007,TX,Texas,39788,23831983,0.0017
2007,UT,Utah,3011,2597746,0.0012
2007,VA,Virginia,9746,7751000,0.0013
2007,VT,Vermont,1035,623481,0.0017
2007,WA,Washington,23379,6461587,0.0036
2007,WI,Wisconsin,5648,5610775,0.001
2007,WV,West Virginia,2409,1834052,0.0013
2007,WY,Wyoming,537,534876,0.001
